"date","year","title","simple_title","artist","main_artist","peak_pos","last_pos","weeks","rank","change","spotify_link","spotify_id","video_link","genre","broad_genre","analysis_url","energy","liveness","tempo","speechiness","acousticness","instrumentalness","time_signature","danceability","key","duration_ms","loudness","valence","mode","lyrics"
"3/21/15",2015,"Love Me Harder","love me harder","ariana grande","ariana grande",7,41,22,49,"-8","https://embed.spotify.com/?uri=spotify:track:0e5q6Z47J4oU5S0gvfjKpi","0e5q6Z47J4oU5S0gvfjKpi","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71402652","[u'dance pop', u'pop', u'post-teen pop']","pop","https://api.spotify.com/v1/audio-analysis/0e5q6Z47J4oU5S0gvfjKpi","0.714","0.0764","98.992","0.0334","0.00937","0","4","0.472","1","236133","-4.389","0.24","0","Tell me something I need to know
Then take my breath and never let it go
If you just let me invade your space
I'll take the pleasure, take it with the pain

And if in the moment I bite my lip
Baby, in the moment, you'll know this is
Something bigger than us and beyond bliss
Give me a reason to believe it

'Cause if you want to keep me
You gotta, gotta, gotta, gotta got to love me harder
And if you really need me
You gotta, gotta, gotta, gotta got to love me harder
Gotta love me harder
(Ho-o-oh, ho-o-oh, ho-o-oh, ho-o-oh)
Love me, love me, love me
(Ho-o-oh, ho-o-oh, ho-o-oh, ho-o-oh)
Harder, harder, harder

I know your motives and you know mine
The ones that love me, I tend to leave behind
If you know about me and choose to stay
Then take this pleasure and take it with the pain

And if in the moment you bite your lip
When I get you moaning you know it's real
Can you feel the pressure between your hips
I'll make it feel like the first time

'Cause if you want to keep me
You gotta, gotta, gotta, gotta got to love me harder
(Imma love you harder)
And if you really need me
You gotta, gotta, gotta, gotta got to love me harder
(love me harder)
(Ho-o-oh, ho-o-oh, ho-o-oh, ho-o-oh)
Love me, love me, love me
(Ho-o-oh, ho-o-oh, ho-o-oh, ho-o-oh)
Harder, harder, harder
(Ho-o-oh, ho-o-oh, ho-o-oh, ho-o-oh)
Love me, love me, love me
(Ho-o-oh, ho-o-oh, ho-o-oh, ho-o-oh)
Harder, harder, harder

So what would I do if I can't figure it out
You got to try, try, try again
So what would I do if I can't figure it out
I'm gonna leave, leave, leave again

'Cause if you want to keep me
You gotta, gotta, gotta, gotta got to love me harder
(Imma love you, love you, love you)
And if you really need me
You gotta, gotta, gotta, gotta got to love me harder
(love me, love me, baby)
'Cause if you want to keep me
You gotta, gotta, gotta, gotta got to love me harder
(love me harder)
And if you really need me
You gotta, gotta, gotta, gotta got to love me harder
(Imma love you harder)
(Ho-o-oh, ho-o-oh, ho-o-oh, ho-o-oh)
Love me, love me, love me
(Ho-o-oh, ho-o-oh, ho-o-oh, ho-o-oh)
Harder, harder, harder
(love me, love me, baby)
Love me, love me, love me
(just a little bit, just a little bit harder, babe)
Harder, harder, harder"
"3/21/15",2015,"Sledgehammer","sledgehammer","fifth harmony","fifth harmony",40,91,15,98,"-7","https://embed.spotify.com/?uri=spotify:track:0QvdM0mzQpphLZVCqVGGjC","0QvdM0mzQpphLZVCqVGGjC","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM21402068","[u'dance pop', u'pop', u'post-teen pop', u'talent show']","pop","https://api.spotify.com/v1/audio-analysis/0QvdM0mzQpphLZVCqVGGjC","0.776","0.0989","99.986","0.0433","0.00503","0.00122","4","0.681","2","232488","-4.399","0.297","1","If you could take my pulse right now
It would feel just like a sledgehammer
If you could feel my heart beat now
It would hit you like a sledgehammer

I don't admit it, I play it cool
But every minute that I'm with you
I feel the fever and I won't lie, I break a sweat
My body's telling all the secrets I ain't told you yet

Oh oh
I struggle to contain
Woah oh
The love that's in my veins
Oh oh
And how it circulates
Oh oh

If you could take my pulse right now
It would feel just like a sledgehammer
If you could feel my heart beat now
It would hit you like a sledgehammer
You're taken over the beat of my body, you just don't let up, don't let up
You're taken over the beat of my body but you lift me up, lift me up
If you take my pulse right now
It would feel just like a sledgehammer

So close together, so far apart
You're turning me on and my fire's waiting for your spark

Oh oh
I struggle to contain
Woah oh
The love that's in my veins
Oh oh
And how it circulates
Oh oh

If you could take my pulse right now
It would feel just like a sledgehammer
If you could feel my heart beat now
It would hit you like a sledgehammer
You're taken over the beat of my body, you just don't let up, don't let up
You're taken over the beat of my body but you lift me up, lift me up
If you take my pulse right now
It would feel just like a sledgehammer

The truth is out, no stopping now, I'm getting closer
I've had enough, undress my love, I'm coming over
(If you could take my pulse right now
It would feel just like a sledgehammer, oh
And if you could take my pulse right now
It would feel just like a sledgehammer, hammer, hammer)

If you could take my pulse right now
It would feel just like a sledgehammer
If you could feel my heart beat now
It would hit you like a sledgehammer
You're taken over the beat of my body, you just don't let up, don't let up
You're taken over the beat of my body but you lift me up, lift me up
If you take my pulse right now
It would feel just like a sledgehammer"
"3/14/15",2015,"Bang Bang","bang bang","jessie j, ariana grande","jessie j",3,40,31,50,"-10","https://embed.spotify.com/?uri=spotify:track:6TCfmi6rb2T5KBG3ctEjYE","6TCfmi6rb2T5KBG3ctEjYE","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71401571","[u'dance pop', u'pop', u'post-teen pop', u'r&b', u'viral pop']","r&b","https://api.spotify.com/v1/audio-analysis/6TCfmi6rb2T5KBG3ctEjYE","0.784","0.373","150.153","0.0974","0.264","0","4","0.706","0","199387","-3.405","0.728","0","She got a body like an hour glass
But I can give it to you all the time
She got a booty like a Cadillac
But I can send you into overdrive (oh)

(You've been waiting for that...
Step on up swing your bat)
See anybody could be bad to you,
You need a good girl to blow your mind, yeah

Bang bang into the room (I know ya want it)
Bang bang all over you (I'll let ya have it)
Wait a minute lemme take you there (ah)
Wait a minute till ya (ah)
Bang bang there goes your heart (I know ya want it)
Back, back seat of my car (I'll let ya have it)
Wait a minute lemme take you there (ah)
Wait a minute till ya (ah)

She might've let you hold her hand in school
But I'm a show you how to graduate
No, I don't need to hear you talk the talk
Just come and show me what your momma gave (oh, yeah)

(Okay you've got a very big shhh,
Mouth but don't say a thing)
See anybody could be good to you,
You need a bad girl to blow your mind

Bang bang into the room (I know ya want it)
Bang bang all over you (I'll let ya have it)
Wait a minute lemme take you there (ah)
Wait a minute till ya (ah)
Bang bang there goes your heart (I know ya want it)
Back, back seat of my car (I'll let ya have it)
Wait a minute lemme take you there (ah)
Wait a minute till ya (ah)

(You know what, girls? Let me show you how to do.)

It's Myx Moscato
It's frizz in the bottle
It's Nicki full throttle
It's oh, oh
Swimming in the grotto
We winning in the lotto
We dipping in the powder blue four door
Kitten so good
it's drippin' on wood
Get a ride in the engine that could go
Batman robbin' it bang, bang, cocking it
Queen Nicki dominate, prominent
It's me, Jessie, and Ari
If they test me they sorry
Ride his uh like a Harley
Then pull off in his Ferrari
If he hangin' we bangin'
Phone rangin', he slangin'
It ain't karaoke night but get the mic 'cause I'm singing (uh)

B to da' A to da' N to da' G to da' uh (baby)
B to da' A to da' N to da' G to da' hey
See anybody could be good to you,
You need a bad girl to blow your mind (your mind)

Bang bang into the room (I know ya want it)
Bang bang all over you (I'll let ya have it)
Wait a minute lemme take you there (ah)
Wait a minute till ya (ah)
Bang bang there goes your heart (I know ya want it)
Back, back seat of my car (I'll let ya have it)
Wait a minute lemme take you there (ah)
Wait a minute till ya (ah)

Bang bang into the room (I know ya want it)
Bang bang all over you (I'll let ya have it)

Yo, I said bang, bang, bang, bang, bang, bang
Bang, bang, bang, bang, bang, bang, bang

Bang bang there goes your heart (I know ya want it)
Back, back seat of my car (I'll let ya have it)
Wait a minute lemme take you there (ah)
Wait a minute till ya (ah)"
"3/14/15",2015,"Stuck On A Feeling","stuck on a feeling","prince royce","prince royce",43,75,10,88,"-13","https://embed.spotify.com/?uri=spotify:track:467EtYDw801TKMxMtGCsFO","467EtYDw801TKMxMtGCsFO","","[u'bachata', u'latin', u'latin pop', u'merengue urbano', u'pop', u'reggaeton', u'tropical']","pop","https://api.spotify.com/v1/audio-analysis/467EtYDw801TKMxMtGCsFO","0.415","0.139","100.022","0.0559","0.00391","0","4","0.816","1","210344","-6.307","0.304","1","Prince Royce
Big Snoop Dogg

She got me stuck on a feeling
She got me stuck on a feeling
(Que lo que mami)

I like you talking dirty
I like your filthy love
You like the way I hold you
When we are falling in love (yo sê© que sê_)
In love (mami, yo sê© que sê_)
If it's love, then I don't want to come back up

Girl, I know you're a handful
'Cause you know what you like
You might be hard to handle
But I'mma show you tonight (pero quê© rica estêçs)
Tonight (quê© rica estêçs)
What it's like (what it's like)
When you're

Stuck on a feeling
Just can't stop, once ain't enough
Better lock this down, better box it up
Gotta work me out, make it real
Gotta make it count

Get stuck on a feeling
Ya just can't stop, once ain't enough
Better lock this down, better box it up
Gotta work me out, make it real
Gotta make it count
Get stuck on a feeling

(Dê_melo, mami)
Stuck on a feeling

Let's go hide out in private
Won't you show me your place?
A little peace and quiet
Where we can both misbehave (ensê©ê±ame)
Misbehave, misbehave (mamita, ensê©ê±ame)
Misbehave, it's okay, it's okay
When you're

Stuck on a feeling
Ya just can't stop, once ain't enough
Better lock this down, better box it up
Gotta work me out, make it real
Gotta make it count

Get stuck on a feeling
Ya just can't stop, once ain't enough
Better lock this down, better box it up
Gotta work me out, make it real
Gotta make it count
Get stuck on a feeling

What what what what what?
(Vente conmigo, mami)
(Stuck on a feeling)

She got me stuck on a feeling
She got me stuck on a feeling
She got me stuck on a feeling
She got me stuck on a
She got me, she got, she got

Wheelin' and dealin' appealin' I'm realin'
Ya still in love with me
Al green
I'm at it, romantic, no panic, organic
Slide right next to me in ecstasy
Now, who could ever make you feel like I felt?
You're layin' on your bed
Just playing with yourself
You're moaning and groaning
You're squirming and squealing
Guess it's true, I left you

Stuck on a feeling
Just can't stop, once ain't enough
Better lock this down, better box it up
Gotta work me out, make it real (work it out, yeah)
Gotta make it count

Get stuck on a feeling
Ya just can't stop, once ain't enough
Better lock this down, better box it up
Gotta work me out, make it real
Gotta make it count
Get stuck on a feeling

She got me stuck on a feeling
She got me stuck on a feeling
She got me stuck on a feeling (stuck on a)
Stuck on a feeling

She got me (got, got)
She got me, she got me (got, got, she got me)

Stuck on a, stuck on a, stuck on a
Stuck on a feeling
She got me stuck on a feeling
What?"
"2/14/15",2015,"Can't Stop Dancin'","can't stop dancin'","becky g","becky g",88,95,3,88,"7","https://embed.spotify.com/?uri=spotify:track:5NetSTs4dgiR6GLrZOQcwJ","5NetSTs4dgiR6GLrZOQcwJ","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81400729","[u'dance pop', u'pop', u'post-teen pop']","pop","https://api.spotify.com/v1/audio-analysis/5NetSTs4dgiR6GLrZOQcwJ","0.669","0.0997","100.052","0.0638","0.00545","0.00138","4","0.645","0","198853","-7.946","0.568","0","The lights are shining like the sun out tonight
Just keep your body movin' how I like
Oh yeah the music feels like paradise
Can't get any better, no
I wanna stay right in this moment for life
Baby treat me wrong, treat me right

Ay ay ay, aye
Just can't stop dancing
Ay ay ay, aye
Don't wanna chance it
So don't let go let go of me
Don't let go let go of me
Ay ay ay, aye
I just can't stop dancing

Again now
Spin around now
Down now, to the floor now

Your mind is going places I can feel
That further lets me know this is real
And I won't stop you no I like it there
You can even go further babe
'Cause nothing's forbidden
Don't be scared, no worries
Once I'm there, all is forgiven
So be prepared
To come and push up on my

Ay ay ay, aye
Just can't stop dancing
Ay ay ay, aye
Don't wanna chance it
So don't let go let go of me
Don't let go let go of me
Ay ay ay, aye
I just can't stop dancing

Again now
Spin around now
Down now, to the floor now

Believe it, I feel it
It's in the air
Although you can't see it you know it's there
My heart keeps on racing, in overdrive
Once the music hits my body I feel so alive
And it's alright
It's got me like

Ay ay ay, aye
Just can't stop dancing
Ay ay ay, aye
Don't wanna chance it
So don't let go let go of me
Don't let go let go of me
Ay ay ay, aye
I just can't stop dancing

Ay ay ay, aye
Just can't stop dancing
Ay ay ay, aye
Don't wanna chance it
So don't let go let go of me
Don't let go let go of me
Ay ay ay, aye
I just can't stop dancing"
"1/10/15",2015,"Santa Tell Me","santa tell me","ariana grande","ariana grande",42,42,5,50,"-8","https://embed.spotify.com/?uri=spotify:track:1ADjWm8QNhgNV8yCNNgQ1T","1ADjWm8QNhgNV8yCNNgQ1T","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71403077","[u'dance pop', u'pop', u'post-teen pop']","pop","https://api.spotify.com/v1/audio-analysis/1ADjWm8QNhgNV8yCNNgQ1T","0.63","0.295","132.96","0.182","0.0464","0","5","0.464","7","204093","-7.337","0.527","1","Santa, tell me if you're really there
Don't make me fall in love again
If he won't be here next year
Santa, tell me if he really cares
'Cause I can give it all away if he won't be here next year

Feeling Christmas all around
And I'm trying to play it cool
But it's hard to focus when I see him walking 'cross the room
Let it snow, is blasting now
But I won't get it in the mood
I'm avoiding every mistletoe until I know it's true love
That he thinks of
So next Christmas I'm not all alone, boy

Santa, tell me if you're really there
Don't make me fall in love again
If he won't be here next year
Santa, tell me if he really cares
'Cause I can give it all away if he won't be here next year

I've been down this road before
Fell in love on Christmas night
But in New Year's day I woke up and you wasn't by my side
Now I need someone to hold
Be my fire in the cold
But it's hard to tell if this is just a fling or if it's true love
That he thinks of
So next Christmas I'm not all alone, boy

Santa, tell me if you're really there
Don't make me fall in love again
If he won't be here next year
Santa, tell me if he really cares
'Cause I can give it all away if he won't be here next year

Oh, I wanna have him beside me like, ooh
On the 25th, by the fireplace, ooh
But I don't want no broken heart
This year I've got to be smart

Oh, baby
Santa, tell me
Santa, tell me
Santa, tell me
If he will be here

Santa, tell me if you're really there
Don't make me fall in love again
If he won't be here next year
Santa, tell me if he really cares
'Cause I can give it all away if he won't be here next year

Santa, tell me if you're really there
Don't make me fall in love again
If he won't be here next year
Santa, tell me if he really cares
'Cause I can give it all away if he won't be here next year"
"1/1/15",2015,"Fireball","fireball","pitbull","pitbull",23,88,20,96,"-8","https://embed.spotify.com/?uri=spotify:track:49eplIHvgCLY8HAgcaWrUb","49eplIHvgCLY8HAgcaWrUb","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81400493","[u'dance pop', u'latin', u'pop', u'pop rap']","rap","https://api.spotify.com/v1/audio-analysis/49eplIHvgCLY8HAgcaWrUb","0.937","0.0532","122.951","0.0642","0.0894","0.000104","4","0.69","10","235012","-5.393","0.794","1","Mr. Worldwide to infinity
You know the roof on fire
We gon' boogie oogie oogie, jiggle, wiggle and dance
Like the roof on fire
We gon' drink drinks and take shots until we fall out
Like the roof on fire
Now baby give a booty naked, take off all your clothes
And light the roof on fire
Tell her, tell her baby baby baby baby baby baby baby baby baby
I'm on fire
I tell her baby baby baby baby baby baby baby baby baby
I'm a fireball

Fireball

I saw, I came, I conquered
Or should I say, I saw, I conquered, I came
They say the chico on fire and he no liar
While y'all slippin' he runnin' the game
Now big bang boogie
Get that kitty little noogie
In a nice nice little shade
I gave Suzie a little pat up on the booty

And she turned around and said
Walk this way

I was born in a flame
Mama said that everyone would know my name
I'm the best you've ever had (that's right)
If you think I'm burning out, I'm never am
I'm on fire

I'm on fire
I'm on fire

I'm on fire

Fireball
Fireball
Sticks and stones may break my bones
But I don't care what y'all say
'Cause as the world turns, y'all boys gonna learn
That this chico right here don't play

That boy's from the bottom, bottom of the map
M.I.A. U.S.A.
I gave Suzie a little pat up on the booty
And she turned around and said
Walk this way

I was born in a flame
Mama said that everyone would know my name

I'm the best you've ever had (that's right)
If you think I'm burning out, I'm never am

I'm on fire
I'm on fire
I'm on fire
I'm on fire
Fireball
Fireball
We're taking it
We're taking it
We're taking it down
We're taking it
We're taking it
We're taking it down
We're taking it
We're taking it
We're taking it down
We're taking it
We're taking it
We're taking it down
We're taking it
We're taking it
We're taking it down
We're taking it
We're taking it
We're taking it down
We're taking it
We're taking it
We're taking it down
We're taking it
We're taking it
We're taking it down
Now we're bringing it
We're bringing it
We're bringing it back
We're bringing it
We're bringing it
We're bringing it back
We're bringing it
We're bringing it
We're bringing it back
We're bringing it
We're bringing it
We're bringing it back
We're bringing it
We're bringing it
We're bringing it back
We're bringing it
We're bringing it
We're bringing it back
We're bringing it
We're bringing it
We're bringing it back
Fireball
Fireball
Tell her baby baby baby baby
I'm in fire
I tell her baby baby baby
I'm a fireball"
"12/13/14",2014,"Break Free","break free","ariana grande","ariana grande",4,42,22,42,"0","https://embed.spotify.com/?uri=spotify:track:3emCzvUm5FsQnofdNQL73a","3emCzvUm5FsQnofdNQL73a","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71401423","[u'dance pop', u'pop', u'post-teen pop']","pop","https://api.spotify.com/v1/audio-analysis/3emCzvUm5FsQnofdNQL73a","0.702","0.204","129.956","0.0455","0.0064","4.35E-05","4","0.687","7","214840","-5.324","0.284","0","If you want it, take it
I should have said it before
Tried to hide it, fake it
I can't pretend anymore

I only want to die alive
Never by the hands of a broken heart
I don't wanna hear you lie tonight
Now that I've become who I really am

This is the part when I say I don't want it
I'm stronger than I've been before
This is the part when I break free
Cause I can't resist it no more

This is the part when I say I don't want it
I'm stronger than I've been before
This is the part when I break free
Cause I can't resist it no more

You were better, deeper
I was under your spell
Like a deadly fear I am, babe
On the highway to hell

I only want to die alive
Never by the hands of a broken heart
I don't wanna hear you lie tonight
Now that I've become who I really am

This is the part when I say I don't want it
I'm stronger than I've been before
This is the part when I break free
Cause I can't resist it no more

This is the part when I say I don't want it
I'm stronger than I've been before
This is the part when I break free
Cause I can't resist it no more

(Our love baby, oooh)
The thought on your body
I came alive
It was lethal
It was fatal
In my dreams it felt so right
But I woke up and pretend
Oh baby

This is the part when I say I don't want it
I'm stronger than I've been before
This is the part when I break free
Cause I can't resist it no more

This is the part when I say I don't want it
I'm stronger than I've been before
This is the part when I break free
Cause I can't resist it no more"
"12/13/14",2014,"Booty","booty","jennifer lopez","jennifer lopez",18,94,9,75,"19","https://embed.spotify.com/?uri=spotify:track:3QLvla1BUyJ7ghKma2jsoC","3QLvla1BUyJ7ghKma2jsoC","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71401865","[u'dance pop', u'pop', u'pop rap', u'post-teen pop', u'r&b', u'urban contemporary']","r&b","https://api.spotify.com/v1/audio-analysis/3QLvla1BUyJ7ghKma2jsoC","0.951","0.149","128.957","0.0506","0.0033","5.49E-05","4","0.678","0","203280","-4.599","0.521","1","Big, big booty
What you got a big booty
Big, big booty
What you got a big booty
Big, big booty
What you got a big booty
Big, big booty
What you...
Big, big booty
What you got a big booty
My baby
Your gorgeous
I mean you're mine
You're sexy

But most of all you are just absolutely booty-full
Have you seen her on the dancefloor
She got the boom, shake the room
That's the lightning in the thunder

You wanna meet her, you wanna touch her

See the light in her eyes
And it starts to make you wonder
All the sexy girls in the party

Go and grab a man
Bring him to the dancefloor

Go and light them jeans
Don't you worry you're dancing
It's his birthday
Give him what he ask for
Let me show you how to do it
Big, big booty
What you got a big booty
Work

Big, big booty
What you got a big booty
Shake that

Big, big booty
What you got a big booty
Big, big booty

What you...
The way she moves
I know you want her
She like the fire, get you right

That's the lightning in the thunder
You wanna meet her, you wanna touch her
Hold on tight for the ride
Cause you know you're gonna love her
All the sexy girls in the party
Go and grab a man
Bring him to the dancefloor
Go and light them jeans

Don't you worry you're dancing
It's his birthday
Give him what he ask for
Let me show you how to do it

Big, big booty

What you got a big booty
Work
Big, big booty
What you got a big booty

Shake that
Big, big booty
What you got a big booty
Big, big booty
What you...
Booty, booty, booty
Booty everywhere
Look at her booty, stop, stare
They love her booty
Hell yeah
The way she twerking, not fair
She got a booty, and a swollen thong
And if you do it better, do it dirty all night long
Booty, tooty, booty, you know the plan
So much booty, shakes us the plan to demand
I wanna take that big ol booty shopping at the mall
I wanna pick it up and put that booty in my car
Baby your booty is a movie star
Oscar award winning of them all
Now give me that
Mesmerize by the size of the
You can find it if you like take your time
I can guarantee you'll have the time of your life
Throw up your hands if you love a big booty
Big big big big big big booty
What you...
Big big big big big big booty
What you...
Big big big big big big
Let me show you how to do it
Work
Shake that
Go to work
Big, big booty
What you got a big booty
Big, big booty
What you got a big booty
Big, big booty
What you got a big booty
Big, big booty
What you got a big booty
Shake that"
"12/6/14",2014,"Bailando","bailando","enrique iglesias","enrique iglesias",12,44,30,46,"-2","https://embed.spotify.com/?uri=spotify:track:4Pgm6BgoYQunMg10eNIMBj","4Pgm6BgoYQunMg10eNIMBj","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GBUV71400991","[u'dance pop', u'latin', u'latin pop', u'mexican pop', u'pop', u'pop quebecois', u'tropical']","pop","https://api.spotify.com/v1/audio-analysis/4Pgm6BgoYQunMg10eNIMBj","0.851","0.12","90.931","0.11","0.0776","0","4","0.712","7","243240","-3.493","0.952","1","Yo te miro y se me corta la respiraciê_n
Cuando tê_ me miras, se me sube el corazê_n
(Me palpita lento el corazê_n)
Y en un silencio, tu mirada dice mil palabras
La noche en la que te suplico que no salga el sol

Bailando, bailando, bailando, bailando
Tu cuerpo y el mê_o llenando el vacê_o
Subiendo y bajando
Bailando, bailando, bailando, bailando
Ese fuego por dentro me va enloqueciendo
Me va saturando

Con tu fê_sica y tu quê_mica, tambiê©n tu anatomê_a
La cerveza y el tequila, y tu boca con la mê_a
Ya no puedo mêçs
Ya no puedo mêçs

Con esta melodê_a, tu color, tu fantasê_a
Con tu filosofê_a mi cabeza estêç vacê_a
Y ya no puedo mêçs
Ya no puedo mêçs

Yo quiero estar contigo
Vivir contigo, bailar contigo
Tener contigo una noche loca
Ay, besar tu boca

Yo quiero estar contigo
Vivir contigo, bailar contigo
Tener contigo una noche loca
Con tremenda nota

Tê_ me miras y me llevas a otra dimensiê_n
(Estoy en otra dimensiê_n)
Tus latidos aceleran a mi corazê_n
Quê© ironê_a del destino no poder tocarte
Abrazarte y sentir la magia de tu olor

Bailando, bailando, bailando, bailando
Tu cuerpo y el mê_o llenando el vacê_o
Subiendo y bajando
Bailando, bailando, bailando, bailando
Ese fuego por dentro me va enloqueciendo
Me va saturando

Con tu fê_sica y tu quê_mica, tambiê©n tu anatomê_a
La cerveza y el tequila, y tu boca con la mê_a
Ya no puedo mêçs
Ya no puedo mêçs

Con esta melodê_a, tu color, tu fantasê_a
Con tu filosofê_a mi cabeza estêç vacê_a
Y ya no puedo mêçs
Ya no puedo mêçs

Yo quiero estar contigo
Vivir contigo, bailar contigo
Tener contigo una noche loca
Ay, besar tu boca

Yo quiero estar contigo
Vivir contigo, bailar contigo
Tener contigo una noche loca
Con tremenda nota

Bailando, amor
Bailando, amor
Es que se me va el dolor"
"11/1/14",2014,"Problem","problem","ariana grande","ariana grande",2,40,25,44,"-4","https://embed.spotify.com/?uri=spotify:track:7E8edqa0m0ASLXkLfmWY03","7E8edqa0m0ASLXkLfmWY03","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71400762","[u'dance pop', u'pop', u'post-teen pop']","pop","https://api.spotify.com/v1/audio-analysis/7E8edqa0m0ASLXkLfmWY03","0.805","0.133","102.75","0.245","0.0176","9.85E-06","4","0.604","1","193893","-5.363","0.613","0","It's Iggy Iggz
I got one more problem with you girl
Aye

Hey baby, even though I hate ya
I wanna love ya, I want you
And even though I can't forgive ya
I really want to, I want you
Tell me, tell me, baby
Why did you leave me?
Cause even though I shouldn't want it
I gotta have it, I want you

Head in the clouds
Got no weight on my shoulders
I should be wiser
And realize that I've got

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

I know you're never gonna wake up
I gotta give up, but it's you?
I know I shouldn't ever call back
Or let you come back, but it's you
Every time you touch me
And say you love me
I get a little bit breathless
I shouldn't want it, but it's you

Head in the clouds
Got no weight on my shoulders
I should be wiser
And realize that I've got

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

It's Iggy Iz
What you got?

Smart money bettin' I'll be better off without you
In no time I'll be forgettin' all about you
You sayin' that you know, but I really, really doubt you
Understand my life is easy when I ain't around you
Iggy Iggy, too biggie to be here stressin'
I'm thinkin' I love the thought of you more than I love your presence
And the best thing now is probably for you to exit
I let you go, let you back, I finally learned my lesson
No half-steppin', either you want it or you just playin'
I'm listenin' to you knowin' I can't believe what you're sayin'
There's a million you's baby boy, so don't be dumb
I got 99 problems but you won't be one
Like what!

One less, one less problem
One less, one less problem

Head in the clouds
Got no weight on my shoulders
I should be wiser
And realize that I've got

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem"
"11/1/14",2014,"Shower","shower","becky g","becky g",16,55,20,61,"-6","https://embed.spotify.com/?uri=spotify:track:3DmW6y7wTEYHJZlLo1r6XJ","3DmW6y7wTEYHJZlLo1r6XJ","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81400260","[u'dance pop', u'pop', u'post-teen pop']","pop","https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ","0.529","0.285","119.987","0.0487","0.0317","3.59E-05","4","0.699","2","206167","-7.548","0.121","1","I don't know, it's just something about ya
Got me feeling like I can't be without ya
Anytime someone mention your name
I be feeling as if I'm around ya
Ain't no words to describe you baby
All I know is that you take me high
Can you tell that you drive me crazy?
Cause I can't get you out my mind
Think of you when I'm going to bed
When I wake up think of you again
You are my homie, lover and friend
Exactly why
You light me up inside
Like the 4th of July
Whenever you're around
I always seem to smile
And people ask me how
Well you're the reason why
I'm dancing in the mirror and singing in the shower
La Di, La Da, La Da
Singing in the shower
La Di, La Da, La Da
Singing in the shower
All I want, all I need is your loving
Baby you make me hot like an oven
Since you came you know what I've discovered
Baby I don't need me another
No, no all I know (know)
Only you got me feeling so (so)
And you know that I got to have you
And I don't plan to let you go
Think of you when I'm going to bed
When I wake up think of you again
You are my homie, lover and friend
Exactly why
You light me up inside
Like the 4th of July
Whenever you're around
I always seem to smile
And people ask me how
Well you're the reason why
I'm dancing in the mirror and singing in the shower
La Di, La Da, La Da
Singing in the shower
La Di, La Da, La Da
Singing in the shower
(Water)
There ain't no guarantee
But I'll take a chance on we
Baby let's take our time
(Singing in the shower)
And when the times get rough
There ain't no giving up
Cause it just feels so right
(Singing in the shower)
Don't care what others say
If I got you I'm straight
You bring my heart to life yeah
You light me up inside
Like the 4th of July
Whenever you're around
I always seem to smile
And people ask me how
Well you're the reason why
I'm dancing in the mirror and singing in the shower
La Di, La Da, La Da (hey)
Singing in the shower
La Di, La Da, La Da
You got me singing in the shower
La Di, La Da, La Da
Singing in the shower
La Di, La Da, La Da"
